Author,Latitude,Longitude,Biome,Ecosystem_type,Ecosystem_state,Rs_annual,Rh_annual,Rs_growingseason,Year,SPEI12,SPEI24,SPEI12_y1,SPEI24_y1,Tair,Tsoil_lev1,Tsoil_lev2,VWC_lev1,VWC_lev2,Precip,LAI_high,LAI_low,Soil_type_number,Soil_type_name,Veg_type_hi,Veg_type_low,MODIS_NPP,MODIS_GPP
Arevalo,54.2,-114.133,Temperate,Agriculture,Managed,NA,NA,3.84,2007,0.601,0.21,-0.26,0.105,3.05,6.29,6.32,0.342,0.327,17.18,2.6,3.09,2,Loamy sand,19,1,478.3,800.6
Arevalo,54.2,-114.133,Temperate,Forest,Natural,NA,NA,5.85,2007,0.601,0.21,-0.26,0.105,3.05,6.29,6.32,0.342,0.327,17.18,2.6,3.09,2,Loamy sand,19,1,478.3,800.6
Phillips,42.9,-72.283,Temperate,Forest,Natural,880,NA,NA,2003,0.102,-0.963,-1.646,-1.9,6.94,8.37,8.26,0.239,0.239,39.4,5.35,0,1,Sand,5,0,656.1,1155.1
Phillips,42.9,-72.283,Temperate,Forest,Natural,845,NA,NA,2004,0.445,0.371,0.102,-0.963,7.45,8.24,8.13,0.23,0.224,32.63,5.35,0,1,Sand,5,0,765.2,1366.1
Phillips,42.9,-72.283,Temperate,Forest,Natural,907,NA,NA,2005,0.628,0.695,0.445,0.371,8,9.07,8.88,0.224,0.219,41.5,5.35,0,1,Sand,5,0,641,1258
Phillips,42.9,-72.283,Temperate,Forest,Natural,745,NA,NA,2006,1.43,1.307,0.628,0.695,8.88,9.01,8.9,0.24,0.241,38.93,5.35,0,1,Sand,5,0,722.4,1330.1
Phillips,42.9,-72.283,Temperate,Forest,Natural,716,NA,NA,2007,0.633,1.314,1.43,1.307,7.94,8.56,8.38,0.214,0.209,34.63,5.35,0,1,Sand,5,0,750,1366.2
Phillips,42.9,-72.283,Temperate,Forest,Natural,752,NA,NA,2003,0.102,-0.963,-1.646,-1.9,6.94,8.37,8.26,0.239,0.239,39.4,5.35,0,1,Sand,5,0,656.1,1155.1
Phillips,42.9,-72.283,Temperate,Forest,Natural,642,NA,NA,2004,0.445,0.371,0.102,-0.963,7.45,8.24,8.13,0.23,0.224,32.63,5.35,0,1,Sand,5,0,765.2,1366.1
Phillips,42.9,-72.283,Temperate,Forest,Natural,669,NA,NA,2005,0.628,0.695,0.445,0.371,8,9.07,8.88,0.224,0.219,41.5,5.35,0,1,Sand,5,0,641,1258
Phillips,42.9,-72.283,Temperate,Forest,Natural,581,NA,NA,2006,1.43,1.307,0.628,0.695,8.88,9.01,8.9,0.24,0.241,38.93,5.35,0,1,Sand,5,0,722.4,1330.1
Phillips,42.9,-72.283,Temperate,Forest,Natural,489,NA,NA,2007,0.633,1.314,1.43,1.307,7.94,8.56,8.38,0.214,0.209,34.63,5.35,0,1,Sand,5,0,750,1366.2
Berger,47.994,14.691,Temperate,Forest,Natural,NA,NA,0.12012,2006,0.591,0.895,0.407,-0.566,8.03,8.8,8.81,0.369,0.369,40.23,3.37,3.03,2,Loamy sand,19,1,673.2,1211.3
Berger,47.992,14.685,Temperate,Forest,Natural,NA,NA,0.13629,2006,0.591,0.895,0.407,-0.566,8.03,8.8,8.81,0.369,0.369,40.23,3.37,3.03,2,Loamy sand,19,1,677,1386.2
Berger,47.994,14.686,Temperate,Forest,Natural,NA,NA,0.12474,2006,0.591,0.895,0.407,-0.566,8.03,8.8,8.81,0.369,0.369,40.23,3.37,3.03,2,Loamy sand,19,1,677,1386.2
Berger,47.994,14.691,Temperate,Forest,Natural,NA,NA,1.24971,2007,-0.6,0.175,0.591,0.895,8.78,9.4,9.38,0.374,0.373,44.48,3.37,3.03,2,Loamy sand,19,1,786.9,1473.8
Berger,47.992,14.685,Temperate,Forest,Natural,NA,NA,1.47378,2007,-0.6,0.175,0.591,0.895,8.78,9.4,9.38,0.374,0.373,44.48,3.37,3.03,2,Loamy sand,19,1,749.4,1496.4
Berger,47.994,14.686,Temperate,Forest,Natural,NA,NA,1.26357,2007,-0.6,0.175,0.591,0.895,8.78,9.4,9.38,0.374,0.373,44.48,3.37,3.03,2,Loamy sand,19,1,749.4,1496.4
Berger,48.088,13.273,Temperate,Forest,Natural,NA,NA,0.1617,2006,0.401,0.469,0.219,-0.817,8.06,9.04,9.03,0.366,0.366,40.82,3.86,2.92,3,Sandy loam,5,1,648.1,1337.1
Berger,48.089,13.275,Temperate,Forest,Natural,NA,NA,0.20097,2006,0.401,0.469,0.219,-0.817,8.06,9.04,9.03,0.366,0.366,40.82,3.86,2.92,3,Sandy loam,5,1,655.4,1380.3
Berger,48.089,13.281,Temperate,Forest,Natural,NA,NA,0.21021,2006,0.401,0.469,0.219,-0.817,8.06,9.04,9.03,0.366,0.366,40.82,3.86,2.92,3,Sandy loam,5,1,633.4,1368.5
Berger,48.088,13.273,Temperate,Forest,Natural,NA,NA,1.74636,2007,-1.162,-0.6,0.401,0.469,8.96,9.38,9.38,0.369,0.369,42.8,3.86,2.92,3,Sandy loam,5,1,724.5,1479.3
Berger,48.089,13.275,Temperate,Forest,Natural,NA,NA,2.32386,2007,-1.162,-0.6,0.401,0.469,8.96,9.38,9.38,0.369,0.369,42.8,3.86,2.92,3,Sandy loam,5,1,738.5,1482.4
Berger,48.089,13.281,Temperate,Forest,Natural,NA,NA,2.50635,2007,-1.162,-0.6,0.401,0.469,8.96,9.38,9.38,0.369,0.369,42.8,3.86,2.92,3,Sandy loam,5,1,739.6,1487.1
Kim,37.733,127.15,Temperate,Forest,Natural,1258,NA,NA,2002,-0.47,-0.845,-0.649,-0.492,10.71,10.89,10.82,0.44,0.442,48.46,2.86,3.2,4,Silt loam,19,10,695,1306.1
Kim,37.75,127.15,Temperate,Forest,Natural,971,NA,NA,2002,-0.47,-0.845,-0.649,-0.492,10.39,10.63,10.55,0.44,0.442,48.71,2.79,3.14,4,Silt loam,19,10,677.4,1305.7
Kim,37.75,127.15,Temperate,Forest,Natural,1060,NA,NA,2002,-0.47,-0.845,-0.649,-0.492,10.39,10.63,10.55,0.44,0.442,48.71,2.79,3.14,4,Silt loam,19,10,677.4,1305.7
Stoffel,45.623,-90.785,Temperate,Forest,Natural,913,NA,NA,2007,-1.634,-1.765,-1.101,-1.004,6.68,7.99,7.77,0.337,0.33,23.04,4.81,0,2,Loamy sand,18,0,856.1,1453
Stoffel,45.623,-90.785,Temperate,Forest,Natural,1094,NA,NA,2007,-1.634,-1.765,-1.101,-1.004,6.68,7.99,7.77,0.337,0.33,23.04,4.81,0,2,Loamy sand,18,0,856.1,1453
Stoffel,45.623,-90.785,Temperate,Forest,Natural,1109,NA,NA,2007,-1.634,-1.765,-1.101,-1.004,6.68,7.99,7.77,0.337,0.33,23.04,4.81,0,2,Loamy sand,18,0,856.1,1453
Stoffel,45.623,-90.785,Temperate,Forest,Natural,1027,NA,NA,2008,-0.842,-1.591,-1.634,-1.765,5.06,7.55,7.52,0.336,0.33,24.48,4.81,0,2,Loamy sand,18,0,958.4,1538.8
Stoffel,45.623,-90.785,Temperate,Forest,Natural,959,NA,NA,2008,-0.842,-1.591,-1.634,-1.765,5.06,7.55,7.52,0.336,0.33,24.48,4.81,0,2,Loamy sand,18,0,958.4,1538.8
Stoffel,45.623,-90.785,Temperate,Forest,Natural,1004,NA,NA,2008,-0.842,-1.591,-1.634,-1.765,5.06,7.55,7.52,0.336,0.33,24.48,4.81,0,2,Loamy sand,18,0,958.4,1538.8
Kutsch,51.079,10.452,Temperate,Forest,Natural,914,432,NA,2000,0.599,1.242,1.245,1.403,9.48,9.53,9.5,0.35,0.342,24.55,2.68,3.27,2,Loamy sand,19,1,NA,1589.5
Kutsch,51.079,10.452,Temperate,Forest,Natural,850,408,NA,2001,0.38,0.722,0.599,1.242,8.65,8.75,8.72,0.35,0.345,26.42,2.68,3.27,2,Loamy sand,19,1,878.6,1469.6
Kutsch,51.079,10.452,Temperate,Forest,Natural,889,430,NA,2002,1.597,1.482,0.38,0.722,8.97,9.15,9.12,0.371,0.371,32.53,2.68,3.27,2,Loamy sand,19,1,933.5,1553.5
Kutsch,51.079,10.452,Temperate,Forest,Natural,716,385,NA,2003,0.14,1.055,1.597,1.482,9.14,9.38,9.26,0.301,0.283,16.93,2.68,3.27,2,Loamy sand,19,1,797.3,1382.8
Kutsch,51.079,10.452,Temperate,Forest,Natural,846,437,NA,2004,-0.75,-0.579,0.14,1.055,8.63,8.68,8.66,0.341,0.334,24.06,2.68,3.27,2,Loamy sand,19,1,851.2,1347.7
Kutsch,51.079,10.452,Temperate,Forest,Natural,980,474,NA,2005,-0.078,-0.743,-0.75,-0.579,8.82,9.06,9.02,0.337,0.329,22.42,2.68,3.27,2,Loamy sand,19,1,825.3,1358.6
Kutsch,51.079,10.452,Temperate,Forest,Natural,869,454,NA,2006,-0.669,-0.49,-0.078,-0.743,9.34,9.47,9.36,0.334,0.324,21.31,2.68,3.27,2,Loamy sand,19,1,814,1427.9
Kutsch,51.079,10.452,Temperate,Forest,Natural,951,497,NA,2007,0.189,-0.409,-0.669,-0.49,9.57,9.68,9.72,0.36,0.359,31.48,2.68,3.27,2,Loamy sand,19,1,874.9,1448.8
Jin,39.383,109.183,Temperate,Shrubland,Natural,NA,NA,0.8363,2006,-1.374,-0.934,-0.08,0.257,8.68,10.42,9.71,0.24,0.348,10.04,0,0.74,6,Sandy clay loam,0,11,160.4,265.3
Jin,39.483,110.183,Temperate,Shrubland,Natural,NA,NA,0.6356,2006,-1.671,-1.332,-0.564,0.034,9.04,10.68,10.26,0.077,0.181,10.97,0,0.54,2,Loamy sand,0,11,148.6,242.8
Jin,39.383,109.183,Temperate,Shrubland,Natural,NA,NA,1.4456,2007,-0.598,-1.312,-1.374,-0.934,8.28,9.73,9.1,0.321,0.39,14.6,0,0.74,6,Sandy clay loam,0,11,158.9,263.3
Jin,39.483,110.183,Temperate,Shrubland,Natural,NA,NA,0.9215,2007,-0.653,-1.437,-1.671,-1.332,8.59,9.68,9.22,0.15,0.218,16.98,0,0.54,2,Loamy sand,0,11,145,244.3
Bader,47.469,7.502,Temperate,Forest,Natural,840,420,3.170958904,2007,0.407,0.389,0.018,-0.15,9.66,9.59,9.62,0.388,0.39,44.26,3.22,3.15,3,Sandy loam,19,1,875.4,1491.9
Pendall,9.317,-79.633,Tropical,Grassland,Managed,3141,NA,NA,2003,-0.722,-0.876,-0.529,-1.067,25.08,26.17,26.17,0.35,0.346,110.34,6.1,3.55,3,Sandy loam,6,1,339,1366.8
Pendall,9.317,-79.633,Tropical,Forest,Managed,1287,NA,NA,2003,-0.722,-0.876,-0.529,-1.067,25.08,26.17,26.17,0.35,0.346,110.34,6.1,3.55,3,Sandy loam,6,1,339,1366.8
Pendall,9.15,-79.85,Tropical,Forest,Natural,1968,NA,NA,2003,-0.722,-0.876,-0.529,-1.067,25.56,26.15,26.16,0.36,0.356,102.51,5.13,2.84,3,Sandy loam,6,1,848.2,2371.7
Khomik,42.664,-80.573,Temperate,Forest,Managed,539,NA,NA,2006,-0.211,-0.252,0.012,0.486,10,10.75,10.7,0.373,0.377,40.12,2.17,2.99,2,Loamy sand,19,1,745.9,1172.4
Khomik,42.776,-80.474,Temperate,Forest,Managed,511,NA,NA,2006,-0.211,-0.252,0.012,0.486,9.89,10.65,10.61,0.373,0.377,38.12,2.06,2.67,2,Loamy sand,19,1,638.2,1015.9
Khomik,42.709,-80.351,Temperate,Forest,Managed,558,NA,NA,2006,-0.126,-0.054,0.136,0.679,10.05,10.96,10.91,0.321,0.325,40.85,1.72,1.55,0,Reserved,19,7,886.9,1533.3
Khomik,42.715,-80.372,Temperate,Forest,Managed,671,NA,NA,2006,-0.126,-0.054,0.136,0.679,10.05,10.96,10.91,0.321,0.325,40.85,1.72,1.55,0,Reserved,19,7,719,1143.6
Prevost-Boure,48.483,2.783,Temperate,Forest,Managed,609,NA,NA,2006,-0.767,-1.196,-0.995,-1.382,11.95,12.35,12.26,0.298,0.284,23.6,3.76,2.95,2,Loamy sand,5,1,686.9,1241.1
Mancinelli,45.417,12.067,Temperate,Agriculture,Managed,733,NA,NA,2006,0.009,-0.137,-0.247,-0.595,14.09,14.44,14.32,0.319,0.324,25.48,2.04,2.44,0,Reserved,19,1,477.4,792.4
Mancinelli,45.417,12.067,Temperate,Agriculture,Managed,699,NA,NA,2007,-0.684,-0.444,0.009,-0.137,14.43,14.75,14.77,0.341,0.345,31.49,2.04,2.44,0,Reserved,19,1,530.2,846.5
Mancinelli,45.417,12.067,Temperate,Agriculture,Managed,986,NA,NA,2008,0.524,-0.052,-0.684,-0.444,14.1,14.52,14.48,0.352,0.356,40.42,2.04,2.44,0,Reserved,19,1,511.6,836.3
Fenn,51.767,-1.317,Temperate,Forest,Natural,412,290,NA,2007,0.839,0.103,-0.661,-0.846,10.48,10.75,10.78,0.346,0.347,27.74,2.44,2.88,4,Silt loam,19,1,743.5,1135.9
Fenn,51.767,-1.317,Temperate,Forest,Natural,411,289,NA,2008,0.846,1.116,0.839,0.103,9.93,10.12,10.14,0.355,0.354,26.42,2.44,2.88,4,Silt loam,19,1,679.5,1042.7
Jiang,37.617,101.2,Boreal,Grassland,Natural,NA,NA,3.664466667,2008,-0.719,-0.834,-0.393,0.479,-1.9,0.36,0.18,0.383,0.371,24.98,0.88,2.08,2,Loamy sand,19,2,345.1,527.4
Jiang,37.617,101.2,Boreal,Grassland,Natural,NA,NA,4.0765,2008,-0.719,-0.834,-0.393,0.479,-1.9,0.36,0.18,0.383,0.371,24.98,0.88,2.08,2,Loamy sand,19,2,345.1,527.4
Jiang,37.617,101.2,Boreal,Grassland,Natural,NA,NA,4.132606667,2008,-0.719,-0.834,-0.393,0.479,-1.9,0.36,0.18,0.383,0.371,24.98,0.88,2.08,2,Loamy sand,19,2,345.1,527.4
Qi,39.395,109.194,Temperate,Grassland,Natural,NA,NA,0.703334833,2006,-1.374,-0.934,-0.08,0.257,8.68,10.42,9.71,0.24,0.348,10.04,0,0.74,6,Sandy clay loam,0,11,175,294.9
Qi,39.496,110.199,Temperate,Grassland,Natural,NA,NA,0.514132083,2006,-1.671,-1.332,-0.564,0.034,9.04,10.68,10.26,0.077,0.181,10.97,0,0.54,2,Loamy sand,0,11,149.5,245.6
Qi,39.498,110.184,Temperate,Grassland,Natural,NA,NA,0.635819833,2006,-1.671,-1.332,-0.564,0.034,9.04,10.68,10.26,0.077,0.181,10.97,0,0.54,2,Loamy sand,0,11,159,264.8
Jana,22.583,88.4,Tropical,Forest,Managed,207,NA,0.16477191,2008,1.273,0.991,0.111,-0.098,25.77,27.22,27.16,0.288,0.293,59.7,0.04,1.99,2,Loamy sand,0,1,NA,NA
Jana,22.557,88.287,Tropical,Forest,Managed,334,NA,0.15972143,2008,1.273,0.972,0.146,-0.279,25.78,27.12,27.07,0.285,0.29,60.01,0,1.97,2,Loamy sand,0,10,NA,NA
Jana,22.417,87.317,Tropical,Forest,Natural,61,NA,0.0568179,2008,1.284,1.472,0.664,-0.143,25.91,27.3,27.23,0.268,0.27,50.99,2.23,2.2,2,Loamy sand,19,1,NA,NA
Jana,26.548,89.383,Tropical,Forest,Natural,418,NA,0.18876169,2008,0.503,0.013,-0.344,-1.206,24.02,24.47,24.47,0.283,0.286,108.8,2.5,2.64,2,Loamy sand,19,10,526.6,1271.5
Xu,31.583,102.583,Temperate,Forest,Managed,NA,NA,2.67,2009,0.091,-0.475,-0.624,-1.562,-1.31,4.84,4.74,0.392,0.392,41.56,2.54,1.67,3,Sandy loam,19,9,338.6,508
Xu,31.583,102.583,Temperate,Forest,Natural,NA,NA,2.76,2009,0.091,-0.475,-0.624,-1.562,-1.31,4.84,4.74,0.392,0.392,41.56,2.54,1.67,3,Sandy loam,19,9,338.6,508
Fu,38.783,110.35,Temperate,Shrubland,Managed,NA,NA,1.165,2009,-0.82,-0.599,-0.009,-0.453,9.4,11.04,10.51,0.15,0.235,18.19,0,0.57,3,Sandy loam,0,11,172.5,279.5
Fu,38.783,110.35,Temperate,Shrubland,Managed,NA,NA,0.775,2009,-0.82,-0.599,-0.009,-0.453,9.4,11.04,10.51,0.15,0.235,18.19,0,0.57,3,Sandy loam,0,11,172.5,279.5
Peng,45.217,-78.583,Temperate,Forest,Natural,NA,NA,11,2004,0.502,-0.222,-1.001,-0.999,4.74,7.81,7.78,0.249,0.251,34.59,4.94,0,1,Sand,18,0,965.1,1542.4
Liang,42.733,141.517,Temperate,Forest,Managed,934,532,3.842,2003,-0.611,-0.797,-0.453,-0.317,6.16,7.48,7.42,0.366,0.368,40.21,3.32,3.09,2,Loamy sand,19,10,770.2,1297.4
Liang,42.733,141.517,Temperate,Forest,Managed,934,532,3.601,2003,-0.611,-0.797,-0.453,-0.317,6.16,7.48,7.42,0.366,0.368,40.21,3.32,3.09,2,Loamy sand,19,10,770.2,1297.4
Jonsson,63.85,-20.217,Boreal,Forest,Managed,NA,NA,2.95,2004,0.593,0.3,1.026,0.049,4.23,4.67,4.62,0.328,0.33,62.04,3.9,2.58,1,Sand,5,16,299.7,522.2
Maher,41.55,-93.283,Temperate,Grassland,Unmanaged,NA,NA,3.25,2006,-1.52,-1.535,-0.729,-0.416,11.61,12.4,12.29,0.311,0.3,27.38,0,2.58,2,Loamy sand,0,1,528.6,931.1
Maher,41.55,-93.283,Temperate,Grassland,Unmanaged,NA,NA,3.44,2006,-1.52,-1.535,-0.729,-0.416,11.61,12.4,12.29,0.311,0.3,27.38,0,2.58,2,Loamy sand,0,1,528.6,931.1
Maher,41.55,-93.283,Temperate,Grassland,Unmanaged,NA,NA,3.4,2006,-1.52,-1.535,-0.729,-0.416,11.61,12.4,12.29,0.311,0.3,27.38,0,2.58,2,Loamy sand,0,1,528.6,931.1
Maher,41.55,-93.283,Temperate,Grassland,Unmanaged,NA,NA,4.14,2006,-1.52,-1.535,-0.729,-0.416,11.61,12.4,12.29,0.311,0.3,27.38,0,2.58,2,Loamy sand,0,1,528.6,931.1
Maher,41.55,-93.283,Temperate,Grassland,Unmanaged,NA,NA,4.27,2006,-1.52,-1.535,-0.729,-0.416,11.61,12.4,12.29,0.311,0.3,27.38,0,2.58,2,Loamy sand,0,1,528.6,931.1
Mariscal-Sancho,39.333,-5.308,Temperate,Forest,Unmanaged,2548,NA,NA,2006,-0.701,-1.966,-1.474,-0.723,16.82,17.49,17.38,0.279,0.296,22.71,2.18,2.91,2,Loamy sand,19,16,271.6,499.5
Mariscal-Sancho,39.333,-5.308,Temperate,Shrubland,Unmanaged,816,NA,NA,2006,-0.701,-1.966,-1.474,-0.723,16.82,17.49,17.38,0.279,0.296,22.71,2.18,2.91,2,Loamy sand,19,16,271.6,499.5
Mariscal-Sancho,39.333,-5.308,Temperate,Shrubland,Unmanaged,727,NA,NA,2006,-0.701,-1.966,-1.474,-0.723,16.82,17.49,17.38,0.279,0.296,22.71,2.18,2.91,2,Loamy sand,19,16,271.6,499.5
Mariscal-Sancho,39.333,-5.308,Temperate,Shrubland,Unmanaged,538,NA,NA,2006,-0.701,-1.966,-1.474,-0.723,16.82,17.49,17.38,0.279,0.296,22.71,2.18,2.91,2,Loamy sand,19,16,271.6,499.5
Mariscal-Sancho,39.333,-5.308,Temperate,Forest,Managed,737,NA,NA,2006,-0.701,-1.966,-1.474,-0.723,16.82,17.49,17.38,0.279,0.296,22.71,2.18,2.91,2,Loamy sand,19,16,271.6,499.5
Hojjati,51.783,9.617,Temperate,Forest,Natural,271,156,NA,2005,-0.194,-0.526,-0.467,-0.642,8.8,9.17,9.14,0.36,0.357,26.45,3.26,2.85,2,Loamy sand,19,7,637.4,1152.6
Hojjati,51.783,9.617,Temperate,Forest,Natural,319,162,NA,2005,-0.194,-0.526,-0.467,-0.642,8.8,9.17,9.14,0.36,0.357,26.45,3.26,2.85,2,Loamy sand,19,7,637.4,1152.6
Hojjati,51.783,9.617,Temperate,Forest,Natural,395,164,NA,2005,-0.194,-0.526,-0.467,-0.642,8.8,9.17,9.14,0.36,0.357,26.45,3.26,2.85,2,Loamy sand,19,7,637.4,1152.6
Hojjati,51.783,9.617,Temperate,Forest,Natural,211,160,NA,2005,-0.194,-0.526,-0.467,-0.642,8.8,9.17,9.14,0.36,0.357,26.45,3.26,2.85,2,Loamy sand,19,7,637.4,1152.6
Li,30.133,103,Subtropical,Forest,Managed,592,NA,NA,2008,-0.552,-1.464,-1.146,-1.47,13.84,14.25,14.25,0.386,0.387,48.43,5.01,3.1,3,Sandy loam,4,1,723.3,1618
Liang,42,128,Temperate,Forest,Natural,631,NA,NA,2008,-0.517,-0.725,-0.44,-0.479,-1.26,4.46,4.46,0.348,0.346,34.63,2.61,3.27,2,Loamy sand,19,1,562.1,995.3
Liang,42,128,Temperate,Forest,Natural,893,NA,NA,2008,-0.517,-0.725,-0.44,-0.479,-1.26,4.46,4.46,0.348,0.346,34.63,2.61,3.27,2,Loamy sand,19,1,562.1,995.3
Liang,42,128,Temperate,Forest,Natural,553,NA,NA,2008,-0.517,-0.725,-0.44,-0.479,-1.26,4.46,4.46,0.348,0.346,34.63,2.61,3.27,2,Loamy sand,19,1,562.1,995.3
Liang,42,128,Temperate,Forest,Natural,846,NA,NA,2008,-0.517,-0.725,-0.44,-0.479,-1.26,4.46,4.46,0.348,0.346,34.63,2.61,3.27,2,Loamy sand,19,1,562.1,995.3
Liang,42,128,Temperate,Forest,Natural,492,NA,NA,2008,-0.517,-0.725,-0.44,-0.479,-1.26,4.46,4.46,0.348,0.346,34.63,2.61,3.27,2,Loamy sand,19,1,562.1,995.3
Hu,32,118.8,Subtropical,Agriculture,Managed,NA,NA,3.86,2008,-0.464,-1.047,-0.969,-1.29,15.92,16.77,16.77,0.323,0.327,38.13,0.19,2.13,2,Loamy sand,0,2,NA,NA
Hu,32.183,118.7,Subtropical,Forest,Natural,746,NA,NA,2008,-0.266,-0.748,-0.646,-0.827,15.86,16.49,16.49,0.32,0.32,35.64,0,2.24,1,Sand,0,10,443.5,821.6
Wu,42.883,-72.283,Temperate,Forest,Natural,NA,NA,4.52,2004,0.445,0.371,0.102,-0.963,7.45,8.24,8.13,0.23,0.224,32.63,5.35,0,1,Sand,5,0,734.7,1295
Wu,42.883,-72.283,Temperate,Forest,Natural,NA,NA,5.93,2005,0.628,0.695,0.445,0.371,8,9.07,8.88,0.224,0.219,41.5,5.35,0,1,Sand,5,0,664,1262.5
Wu,41.967,-73.233,Temperate,Forest,Natural,NA,NA,4.34,2002,-1.741,-1.699,-1.609,-1.353,9.14,9.54,9.46,0.229,0.225,39.37,5.31,0,1,Sand,5,0,609.9,1288.3
Cotrufo,42.183,11.933,Mediterranean,Forest,Managed,1157,NA,NA,2008,-0.761,-1.511,-1.186,-0.666,15.3,16.08,16,0.274,0.296,34.84,2.77,3.26,2,Loamy sand,19,16,958.1,1722.2
Tian,28.1,113.017,Subtropical,Forest,Managed,443,352,NA,2007,-1.429,-1.291,-0.735,-0.695,19.08,19.98,20,0.385,0.39,38.23,1.92,2.62,4,Silt loam,19,1,315.2,532.5
Tian,28.1,113.017,Subtropical,Forest,Managed,473,310,NA,2008,-1.619,-1.717,-1.429,-1.291,18.4,19.16,19.18,0.403,0.41,41.15,1.92,2.62,4,Silt loam,19,1,287.1,481.9
Viswanathan,30.553,-96.427,Temperate,Forest,Managed,3936,NA,NA,2008,-0.166,0.187,0.417,-0.908,20.69,21.95,21.9,0.261,0.259,31.51,1.87,1.87,2,Loamy sand,0,1,521,940.6
Wang,22.567,112.833,Subtropical,Forest,Managed,594,313,NA,2008,-0.576,-1.153,-0.966,-1.126,21.61,22.48,22.52,0.392,0.403,65.79,2.5,2.75,4,Silt loam,19,10,654.6,1314
Liu,30.367,120,Tropical,Forest,Natural,1151,NA,NA,2008,-0.6,-1.833,-1.584,-2.113,16.8,17.1,17.11,0.438,0.447,52.58,2.42,2.91,2,Loamy sand,19,10,659.7,1203.6
Lin,37.617,101.2,Boreal,Grassland,Natural,NA,NA,2.016,2007,-0.393,0.479,1.012,0.575,-1.65,1.14,0.88,0.388,0.375,28.22,0.88,2.08,2,Loamy sand,19,2,361.4,575.4
Koster,59,26.9,Boreal,Forest,Natural,NA,NA,4.23,2009,0.305,1.251,-0.159,-0.295,5.73,6.84,6.84,0.354,0.351,25.63,4.3,3.02,2,Loamy sand,3,1,585.6,928.9
Koster,59,26.9,Boreal,Forest,Natural,NA,NA,4.23,2009,0.305,1.251,-0.159,-0.295,5.73,6.84,6.84,0.354,0.351,25.63,4.3,3.02,2,Loamy sand,3,1,585.6,928.9
Koster,59,26.9,Boreal,Forest,Natural,NA,NA,3.66,2009,0.305,1.251,-0.159,-0.295,5.73,6.84,6.84,0.354,0.351,25.63,4.3,3.02,2,Loamy sand,3,1,585.6,928.9
Koster,59,26.9,Boreal,Forest,Natural,NA,NA,3.16,2009,0.305,1.251,-0.159,-0.295,5.73,6.84,6.84,0.354,0.351,25.63,4.3,3.02,2,Loamy sand,3,1,585.6,928.9
Koster,57.617,22.317,Boreal,Forest,Natural,NA,NA,3.47,2009,0.368,1.019,1.108,0.832,7.21,7.91,7.85,0.334,0.328,25.65,3.36,3.35,2,Loamy sand,19,1,793.2,1318.4
Wang,31.267,105.467,Temperate,Forest,Natural,655,383,NA,2007,-1.187,-1.68,-1.064,-0.888,17.53,18.4,18.4,0.408,0.404,42.82,0,2.12,4,Silt loam,0,1,430.8,852.2
Chiti,51.309,4.521,Temperate,Forest,Unmanaged,500,177,NA,2003,-0.379,0.538,1.098,1.579,10.98,11.38,11.3,0.195,0.19,22.01,2.45,2.94,1,Sand,19,1,765.1,1295.2
Barron-Gafford,31.821,-110.866,Temperate,Shrubland,Natural,229,NA,NA,2007,0.508,-0.161,-1.044,-0.69,18.2,21.36,21.28,0.245,0.27,11.67,0.49,1.23,4,Silt loam,0,2,133.2,330.2
Barron-Gafford,31.821,-110.866,Temperate,Grassland,Natural,412,NA,NA,2007,0.508,-0.161,-1.044,-0.69,18.2,21.36,21.28,0.245,0.27,11.67,0.49,1.23,4,Silt loam,0,2,133.2,330.2
Barron-Gafford,31.821,-110.866,Temperate,Shrubland,Natural,202,NA,NA,2007,0.508,-0.161,-1.044,-0.69,18.2,21.36,21.28,0.245,0.27,11.67,0.49,1.23,4,Silt loam,0,2,133.2,330.2
Franck,-30.598,-71.192,Mediterranean,Agriculture,Managed,540,290,NA,2009,0.003,-0.226,-0.251,-0.679,17.4,20.99,20.96,0.232,0.291,3.96,1.08,1.24,4,Silt loam,4,4,NA,NA
Chen,22.567,112.833,Subtropical,Forest,Managed,721,476,NA,2007,-0.966,-1.126,-0.586,-1.309,22.44,23.36,23.36,0.374,0.385,45.96,2.5,2.75,4,Silt loam,19,10,679.4,1375
Chen,22.567,112.833,Subtropical,Forest,Managed,608,432,NA,2007,-0.966,-1.126,-0.586,-1.309,22.44,23.36,23.36,0.374,0.385,45.96,2.5,2.75,4,Silt loam,19,10,679.4,1375
Cusack,18.3,-65.8,Tropical,Forest,Natural,1314,NA,NA,2006,0.917,1.42,1.188,1.274,24.71,25.32,25.31,0.416,0.395,42.33,4.26,2.86,4,Silt loam,3,1,1692.4,3344.6
Cusack,18.3,-65.8,Tropical,Forest,Natural,2372.5,NA,NA,2006,0.917,1.42,1.188,1.274,24.71,25.32,25.31,0.416,0.395,42.33,4.26,2.86,4,Silt loam,3,1,1692.4,3344.6
Jassal,49.869,-125.335,Temperate,Forest,Managed,666,NA,NA,2009,-1.619,-1.237,-0.13,0.431,8.13,7.97,7.92,0.278,0.279,63.6,4.27,0,2,Loamy sand,3,0,767.4,1315.5
Yan,42.033,116.267,Temperate,Grassland,Natural,NA,NA,2.74,2009,-1.206,-1.261,-0.638,-0.926,3.52,4.66,4.39,0.242,0.217,11.64,2.26,1.65,2,Loamy sand,19,1,217.6,323.3
